Work Program Group,Work Program,Unit,Fiscal Year,"Bank Budget (BB) (US$, Millions)","All Funds (US$, Millions)",External Budget,Percentage of External Budget,Funding Source Evaluation,Work Program Group Abbreviation,Work Program Abbreviation
"Institutional, Governance and Administrative Services",Institutional Services,"Budget, Performance & Strategy",2016,74.5,77.8,3.299999999999997,4.429530201342278,Ideal,IGAS,IS
"Institutional, Governance and Administrative Services",Institutional Services,Chief Risk Office,2016,12.3,13.2,0.8999999999999986,7.317073170731696,Ideal,IGAS,IS
"Institutional, Governance and Administrative Services",Institutional Services,CMP-Data Privacy Office,2016,0.0,0.0,0.0,0.0,Ideal,IGAS,IS
"Institutional, Governance and Administrative Services",Institutional Services,Development Economics,2016,48.9,87.1,38.199999999999996,78.11860940695296,Not Ideal,IGAS,IS
"Institutional, Governance and Administrative Services",Institutional Services,Development Finance,2016,20.0,58.1,38.1,190.5,Not Ideal,IGAS,IS
"Institutional, Governance and Administrative Services",Institutional Services,External & Corporate Relations,2016,44.4,57.2,12.800000000000004,28.82882882882884,Ideal,IGAS,IS
"Institutional, Governance and Administrative Services",Institutional Services,Global Environment Fund,2016,0.0,35.0,35.0,inf,Not Ideal,IGAS,IS
"Institutional, Governance and Administrative Services",Institutional Services,International Centre for Settlement of Investment Disputes,2016,2.2,2.2,0.0,0.0,Ideal,IGAS,IS
"Institutional, Governance and Administrative Services",Institutional Services,"Leadership, Learning & Innovation",2016,47.6,64.8,17.199999999999996,36.13445378151259,Ideal,IGAS,IS
"Institutional, Governance and Administrative Services",Institutional Services,Legal Services,2016,30.5,32.4,1.8999999999999986,6.229508196721307,Ideal,IGAS,IS
"Institutional, Governance and Administrative Services",Institutional Services,Operational Policy & Country Services,2016,43.1,44.1,1.0,2.320185614849188,Ideal,IGAS,IS
"Institutional, Governance and Administrative Services",Institutional Services,"Strategy, Performance, and Adminstration",2016,0.0,0.0,0.0,0.0,Ideal,IGAS,IS
"Institutional, Governance and Administrative Services",Institutional Services,Treasury,2016,61.8,76.8,15.0,24.271844660194176,Ideal,IGAS,IS
"Institutional, Governance and Administrative Services",Institutional Services,WBG Finance & Accounting,2016,37.6,44.6,7.0,18.617021276595743,Ideal,IGAS,IS
Operational Grant Making Facilities,Operational Grant Making Facilities,Consultative Group for International Agricultural Research,2016,30.0,30.0,0.0,0.0,Ideal,OGMF,OGMF
Operational Grant Making Facilities,Operational Grant Making Facilities,Development Grant Facility,2016,12.0,12.0,0.0,0.0,Ideal,OGMF,OGMF
Operational Grant Making Facilities,Operational Grant Making Facilities,Global Partnership for Social Accountability,2016,5.0,5.0,0.0,0.0,Ideal,OGMF,OGMF
Operational Grant Making Facilities,Operational Grant Making Facilities,Institutional Development Fund,2016,0.0,0.0,0.0,0.0,Ideal,OGMF,OGMF
Operational Grant Making Facilities,Operational Grant Making Facilities,State and Peace Building Fund,2016,21.0,21.0,0.0,0.0,Ideal,OGMF,OGMF
Program and Practice Management,Practice Groups Program & Practice Management,"Equitable Growth, Finance and Institutions",2016,0.0,0.0,0.0,0.0,Ideal,PPM,PGPPM
Program and Practice Management,Practice Groups Program & Practice Management,Global Practice,2016,209.9,258.9,48.99999999999997,23.34444973797045,Ideal,PPM,PGPPM
Program and Practice Management,Practice Groups Program & Practice Management,Global Themes,2016,3.9,31.3,27.400000000000002,702.5641025641027,Not Ideal,PPM,PGPPM
Program and Practice Management,Practice Groups Program & Practice Management,Human Development,2016,0.0,0.0,0.0,0.0,Ideal,PPM,PGPPM
Program and Practice Management,Practice Groups Program & Practice Management,Infrastructure,2016,0.0,0.0,0.0,0.0,Ideal,PPM,PGPPM
Program and Practice Management,Practice Groups Program & Practice Management,Other Operational Support,2016,0.0,0.0,0.0,0.0,Ideal,PPM,PGPPM
Program and Practice Management,Practice Groups Program & Practice Management,Sustainable Development,2016,0.0,0.0,0.0,0.0,Ideal,PPM,PGPPM
Program and Practice Management,Regions Program & Practice Management,Africa,2016,113.4,115.3,1.8999999999999915,1.6754850088183344,Ideal,PPM,RPPM
Program and Practice Management,Regions Program & Practice Management,East Asia & Pacific,2016,54.6,56.9,2.299999999999997,4.212454212454207,Ideal,PPM,RPPM
Program and Practice Management,Regions Program & Practice Management,Europe & Central Asia,2016,55.0,57.3,2.299999999999997,4.181818181818177,Ideal,PPM,RPPM
Program and Practice Management,Regions Program & Practice Management,Latin America & Caribbean,2016,50.7,51.6,0.8999999999999986,1.7751479289940801,Ideal,PPM,RPPM
Program and Practice Management,Regions Program & Practice Management,Middle East & North Africa,2016,34.1,35.0,0.8999999999999986,2.63929618768328,Ideal,PPM,RPPM
Program and Practice Management,Regions Program & Practice Management,South Asia,2016,50.6,51.3,0.6999999999999957,1.3833992094861576,Ideal,PPM,RPPM
Client Engagement,Country Engagement,Africa,2017,207.0,402.7,195.7,94.54106280193237,Not Ideal,CE,CE
Centrally Managed Accounts & Miscellaneous Programs,Centrally Managed Accounts & Miscellaneous Programs,Centrally Managed Accounts & Miscellaneous Programs,2017,406.6,417.9,11.299999999999955,2.7791441219871995,Ideal,CMAMP,CMAMP
Client Engagement,Country Engagement,East Asia & Pacific,2017,83.9,180.4,96.5,115.01787842669845,Not Ideal,CE,CE
Client Engagement,Country Engagement,Europe & Central Asia,2017,77.6,153.9,76.30000000000001,98.32474226804125,Not Ideal,CE,CE
Client Engagement,Country Engagement,Latin America & Caribbean,2017,88.7,142.9,54.2,61.10484780157835,Not Ideal,CE,CE
Client Engagement,Country Engagement,Middle East & North Africa,2017,50.9,149.1,98.19999999999999,192.9273084479371,Not Ideal,CE,CE
Client Engagement,Country Engagement,Other Operational Units' Allocations,2017,0.0,0.0,0.0,0.0,Ideal,CE,CE
Client Engagement,Country Engagement,South Asia,2017,93.2,189.4,96.2,103.21888412017168,Not Ideal,CE,CE
Client Engagement,Global Engagement,Global Engagement,2017,72.9,246.8,173.9,238.54595336076815,Not Ideal,CE,GE
"Institutional, Governance and Administrative Services",Administrative Services,Global Corporate Solutions,2017,138.4,176.4,38.0,27.45664739884393,Ideal,IGAS,AS
"Institutional, Governance and Administrative Services",Administrative Services,Health and Safety Directorate,2017,0.0,0.0,0.0,0.0,Ideal,IGAS,AS
"Institutional, Governance and Administrative Services",Administrative Services,People and Culture,2017,57.3,70.1,12.799999999999997,22.33856893542757,Ideal,IGAS,AS
"Institutional, Governance and Administrative Services",Administrative Services,Information & Technology Solutions,2017,224.6,277.1,52.50000000000003,23.374888691006245,Ideal,IGAS,AS
"Institutional, Governance and Administrative Services",Governance Services,Administrative Tribunal,2017,1.7,2.2,0.5000000000000002,29.411764705882366,Ideal,IGAS,GS
"Institutional, Governance and Administrative Services",Governance Services,Board,2017,91.7,91.7,0.0,0.0,Ideal,IGAS,GS
"Institutional, Governance and Administrative Services",Governance Services,Internal Justice Services,2017,4.3,6.9,2.6000000000000005,60.46511627906979,Not Ideal,IGAS,GS
"Institutional, Governance and Administrative Services",Governance Services,Corporate Secretariat,2017,15.5,16.7,1.1999999999999993,7.741935483870963,Ideal,IGAS,GS
"Institutional, Governance and Administrative Services",Governance Services,Group Internal Audit,2017,7.7,10.2,2.499999999999999,32.46753246753246,Ideal,IGAS,GS
"Institutional, Governance and Administrative Services",Governance Services,Independent Evaluation Group,2017,26.3,34.9,8.599999999999998,32.69961977186311,Ideal,IGAS,GS
"Institutional, Governance and Administrative Services",Governance Services,Accountability Mechanism,2017,0.0,0.0,0.0,0.0,Ideal,IGAS,GS
"Institutional, Governance and Administrative Services",Governance Services,Integrity Vice Presidency,2017,18.5,18.6,0.10000000000000142,0.5405405405405482,Ideal,IGAS,GS
"Institutional, Governance and Administrative Services",Governance Services,Managing Directors,2017,0.0,0.0,0.0,0.0,Ideal,IGAS,GS
"Institutional, Governance and Administrative Services",Governance Services,Office of Ethics and Business Conduct,2017,6.6,8.9,2.3000000000000007,34.84848484848486,Ideal,IGAS,GS
"Institutional, Governance and Administrative Services",Governance Services,Office of Senior Vice President Mahmoud Mohieldin,2017,5.6,5.6,0.0,0.0,Ideal,IGAS,GS
"Institutional, Governance and Administrative Services",Governance Services,Office of Suspension & Debarment,2017,1.6,1.6,0.0,0.0,Ideal,IGAS,GS
"Institutional, Governance and Administrative Services",Governance Services,"Office of the Managing Director, Operations",2017,5.4,5.4,0.0,0.0,Ideal,IGAS,GS
"Institutional, Governance and Administrative Services",Governance Services,Office of the Managing Director and WBG Chief Administrative Officer,2017,2.4,2.4,0.0,0.0,Ideal,IGAS,GS
"Institutional, Governance and Administrative Services",Governance Services,Office of the Managing Director and WBG Chief Financial Officer,2017,2.9,2.9,0.0,0.0,Ideal,IGAS,GS
"Institutional, Governance and Administrative Services",Governance Services,Office of the President,2017,7.0,7.0,0.0,0.0,Ideal,IGAS,GS
"Institutional, Governance and Administrative Services",Governance Services,Sanctions Board,2017,1.7,1.7,0.0,0.0,Ideal,IGAS,GS
"Institutional, Governance and Administrative Services",Institutional Services,"Budget, Performance & Strategy",2017,68.8,68.8,0.0,0.0,Ideal,IGAS,IS
"Institutional, Governance and Administrative Services",Institutional Services,Chief Risk Office,2017,13.4,14.1,0.6999999999999993,5.22388059701492,Ideal,IGAS,IS
"Institutional, Governance and Administrative Services",Institutional Services,CMP-Data Privacy Office,2017,0.0,0.0,0.0,0.0,Ideal,IGAS,IS
"Institutional, Governance and Administrative Services",Institutional Services,Development Economics,2017,47.3,94.3,47.0,99.36575052854123,Not Ideal,IGAS,IS
"Institutional, Governance and Administrative Services",Institutional Services,Development Finance,2017,22.5,59.5,37.0,164.44444444444443,Not Ideal,IGAS,IS
"Institutional, Governance and Administrative Services",Institutional Services,External & Corporate Relations,2017,34.8,37.0,2.200000000000003,6.321839080459779,Ideal,IGAS,IS
"Institutional, Governance and Administrative Services",Institutional Services,Global Environment Fund,2017,0.0,32.0,32.0,inf,Not Ideal,IGAS,IS
"Institutional, Governance and Administrative Services",Institutional Services,International Centre for Settlement of Investment Disputes,2017,0.0,0.0,0.0,0.0,Ideal,IGAS,IS
"Institutional, Governance and Administrative Services",Institutional Services,"Leadership, Learning & Innovation",2017,0.0,0.0,0.0,0.0,Ideal,IGAS,IS
"Institutional, Governance and Administrative Services",Institutional Services,Legal Services,2017,32.0,33.9,1.8999999999999986,5.937499999999996,Ideal,IGAS,IS
"Institutional, Governance and Administrative Services",Institutional Services,Operational Policy & Country Services,2017,45.4,46.1,0.7000000000000028,1.5418502202643234,Ideal,IGAS,IS
"Institutional, Governance and Administrative Services",Institutional Services,"Strategy, Performance, and Adminstration",2017,0.0,0.0,0.0,0.0,Ideal,IGAS,IS
"Institutional, Governance and Administrative Services",Institutional Services,Treasury,2017,59.4,75.4,16.000000000000007,26.93602693602695,Ideal,IGAS,IS
"Institutional, Governance and Administrative Services",Institutional Services,WBG Finance & Accounting,2017,38.5,44.2,5.700000000000003,14.805194805194812,Ideal,IGAS,IS
Operational Grant Making Facilities,Operational Grant Making Facilities,Consultative Group for International Agricultural Research,2017,30.0,30.0,0.0,0.0,Ideal,OGMF,OGMF
Operational Grant Making Facilities,Operational Grant Making Facilities,Development Grant Facility,2017,0.0,0.0,0.0,0.0,Ideal,OGMF,OGMF
Operational Grant Making Facilities,Operational Grant Making Facilities,Global Partnership for Social Accountability,2017,0.0,0.0,0.0,0.0,Ideal,OGMF,OGMF
Operational Grant Making Facilities,Operational Grant Making Facilities,Institutional Development Fund,2017,0.0,0.0,0.0,0.0,Ideal,OGMF,OGMF
Operational Grant Making Facilities,Operational Grant Making Facilities,State and Peace Building Fund,2017,14.0,14.0,0.0,0.0,Ideal,OGMF,OGMF
Program and Practice Management,Practice Groups Program & Practice Management,"Equitable Growth, Finance and Institutions",2017,71.5,84.3,12.799999999999997,17.9020979020979,Ideal,PPM,PGPPM
Program and Practice Management,Practice Groups Program & Practice Management,Global Practice,2017,0.0,0.0,0.0,0.0,Ideal,PPM,PGPPM
Program and Practice Management,Practice Groups Program & Practice Management,Global Themes,2017,14.7,55.2,40.5,275.51020408163265,Not Ideal,PPM,PGPPM
Program and Practice Management,Practice Groups Program & Practice Management,Human Development,2017,37.1,44.9,7.799999999999997,21.02425876010781,Ideal,PPM,PGPPM
Program and Practice Management,Practice Groups Program & Practice Management,Infrastructure,2017,0.0,0.0,0.0,0.0,Ideal,PPM,PGPPM
Program and Practice Management,Practice Groups Program & Practice Management,Other Operational Support,2017,46.2,46.2,0.0,0.0,Ideal,PPM,PGPPM
Program and Practice Management,Practice Groups Program & Practice Management,Sustainable Development,2017,83.8,105.4,21.60000000000001,25.775656324582354,Ideal,PPM,PGPPM
Program and Practice Management,Regions Program & Practice Management,Africa,2017,107.5,110.6,3.0999999999999943,2.8837209302325526,Ideal,PPM,RPPM
Program and Practice Management,Regions Program & Practice Management,East Asia & Pacific,2017,53.7,55.4,1.6999999999999957,3.165735567970197,Ideal,PPM,RPPM
Program and Practice Management,Regions Program & Practice Management,Europe & Central Asia,2017,57.8,59.3,1.5,2.595155709342561,Ideal,PPM,RPPM
Program and Practice Management,Regions Program & Practice Management,Latin America & Caribbean,2017,49.4,50.3,0.8999999999999986,1.8218623481781346,Ideal,PPM,RPPM
Program and Practice Management,Regions Program & Practice Management,Middle East & North Africa,2017,32.8,38.3,5.5,16.76829268292683,Ideal,PPM,RPPM
Program and Practice Management,Regions Program & Practice Management,South Asia,2017,47.5,49.3,1.7999999999999972,3.7894736842105203,Ideal,PPM,RPPM
Client Engagement,Country Engagement,Africa,2018,265.7,489.2,223.5,84.11742566804668,Not Ideal,CE,CE
Centrally Managed Accounts & Miscellaneous Programs,Centrally Managed Accounts & Miscellaneous Programs,Centrally Managed Accounts & Miscellaneous Programs,2018,101.4,101.8,0.3999999999999915,0.3944773175542322,Ideal,CMAMP,CMAMP
Client Engagement,Country Engagement,East Asia & Pacific,2018,105.5,232.0,126.5,119.90521327014218,Not Ideal,CE,CE
Client Engagement,Country Engagement,Europe & Central Asia,2018,85.6,187.7,102.1,119.27570093457945,Not Ideal,CE,CE
Client Engagement,Country Engagement,Latin America & Caribbean,2018,95.9,150.5,54.599999999999994,56.93430656934305,Not Ideal,CE,CE
Client Engagement,Country Engagement,Middle East & North Africa,2018,59.6,166.0,106.4,178.52348993288592,Not Ideal,CE,CE
Client Engagement,Country Engagement,Other Operational Units' Allocations,2018,0.0,0.0,0.0,0.0,Ideal,CE,CE
Client Engagement,Country Engagement,South Asia,2018,120.0,234.9,114.9,95.75,Not Ideal,CE,CE
Client Engagement,Global Engagement,Global Engagement,2018,87.7,284.7,197.0,224.62941847206386,Not Ideal,CE,GE
"Institutional, Governance and Administrative Services",Administrative Services,Global Corporate Solutions,2018,152.7,193.0,40.30000000000001,26.39161755075312,Ideal,IGAS,AS
"Institutional, Governance and Administrative Services",Administrative Services,Health and Safety Directorate,2018,0.0,0.0,0.0,0.0,Ideal,IGAS,AS
"Institutional, Governance and Administrative Services",Administrative Services,People and Culture,2018,68.4,84.4,16.0,23.391812865497073,Ideal,IGAS,AS
"Institutional, Governance and Administrative Services",Administrative Services,Information & Technology Solutions,2018,241.4,293.2,51.79999999999998,21.458160729080358,Ideal,IGAS,AS
"Institutional, Governance and Administrative Services",Governance Services,Administrative Tribunal,2018,1.9,2.4,0.5,26.31578947368421,Ideal,IGAS,GS
"Institutional, Governance and Administrative Services",Governance Services,Board,2018,100.7,100.7,0.0,0.0,Ideal,IGAS,GS
"Institutional, Governance and Administrative Services",Governance Services,Internal Justice Services,2018,5.0,6.4,1.4000000000000004,28.000000000000007,Ideal,IGAS,GS
"Institutional, Governance and Administrative Services",Governance Services,Corporate Secretariat,2018,17.1,18.4,1.2999999999999972,7.602339181286533,Ideal,IGAS,GS
"Institutional, Governance and Administrative Services",Governance Services,Group Internal Audit,2018,8.6,11.3,2.700000000000001,31.395348837209312,Ideal,IGAS,GS
"Institutional, Governance and Administrative Services",Governance Services,Independent Evaluation Group,2018,29.2,38.2,9.000000000000004,30.82191780821919,Ideal,IGAS,GS
"Institutional, Governance and Administrative Services",Governance Services,Accountability Mechanism,2018,0.0,0.0,0.0,0.0,Ideal,IGAS,GS
"Institutional, Governance and Administrative Services",Governance Services,Integrity Vice Presidency,2018,21.0,21.4,0.3999999999999986,1.904761904761898,Ideal,IGAS,GS
"Institutional, Governance and Administrative Services",Governance Services,Managing Directors,2018,0.0,0.0,0.0,0.0,Ideal,IGAS,GS
"Institutional, Governance and Administrative Services",Governance Services,Office of Ethics and Business Conduct,2018,7.2,9.3,2.1000000000000005,29.166666666666675,Ideal,IGAS,GS
"Institutional, Governance and Administrative Services",Governance Services,Office of Senior Vice President Mahmoud Mohieldin,2018,6.3,6.3,0.0,0.0,Ideal,IGAS,GS
"Institutional, Governance and Administrative Services",Governance Services,Office of Suspension & Debarment,2018,1.8,1.8,0.0,0.0,Ideal,IGAS,GS
"Institutional, Governance and Administrative Services",Governance Services,"Office of the Managing Director, Operations",2018,5.3,5.3,0.0,0.0,Ideal,IGAS,GS
"Institutional, Governance and Administrative Services",Governance Services,Office of the Managing Director and WBG Chief Administrative Officer,2018,2.7,2.7,0.0,0.0,Ideal,IGAS,GS
"Institutional, Governance and Administrative Services",Governance Services,Office of the Managing Director and WBG Chief Financial Officer,2018,3.2,3.2,0.0,0.0,Ideal,IGAS,GS
"Institutional, Governance and Administrative Services",Governance Services,Office of the President,2018,7.4,7.4,0.0,0.0,Ideal,IGAS,GS
"Institutional, Governance and Administrative Services",Governance Services,Sanctions Board,2018,1.9,1.9,0.0,0.0,Ideal,IGAS,GS
"Institutional, Governance and Administrative Services",Institutional Services,"Budget, Performance & Strategy",2018,74.0,74.0,0.0,0.0,Ideal,IGAS,IS
"Institutional, Governance and Administrative Services",Institutional Services,Chief Risk Office,2018,17.2,18.0,0.8000000000000007,4.651162790697678,Ideal,IGAS,IS
"Institutional, Governance and Administrative Services",Institutional Services,CMP-Data Privacy Office,2018,0.0,0.0,0.0,0.0,Ideal,IGAS,IS
"Institutional, Governance and Administrative Services",Institutional Services,Development Economics,2018,52.4,107.1,54.699999999999996,104.38931297709924,Not Ideal,IGAS,IS
"Institutional, Governance and Administrative Services",Institutional Services,Development Finance,2018,27.8,65.1,37.3,134.1726618705036,Not Ideal,IGAS,IS
"Institutional, Governance and Administrative Services",Institutional Services,External & Corporate Relations,2018,50.0,53.0,3.0,6.0,Ideal,IGAS,IS
"Institutional, Governance and Administrative Services",Institutional Services,Global Environment Fund,2018,0.0,33.0,33.0,inf,Not Ideal,IGAS,IS
"Institutional, Governance and Administrative Services",Governance Services,Administrative Tribunal,2019,1.9,2.4,0.5,26.31578947368421,Ideal,IGAS,GS
Client Engagement,Country Engagement,Africa,2019,286.0,527.5,241.5,84.44055944055944,Not Ideal,CE,CE
"Institutional, Governance and Administrative Services",Institutional Services,International Centre for Settlement of Investment Disputes,2018,0.0,0.0,0.0,0.0,Ideal,IGAS,IS
"Institutional, Governance and Administrative Services",Institutional Services,"Leadership, Learning & Innovation",2018,0.0,0.0,0.0,0.0,Ideal,IGAS,IS
"Institutional, Governance and Administrative Services",Institutional Services,Legal Services,2018,38.8,41.2,2.4000000000000057,6.185567010309293,Ideal,IGAS,IS
"Institutional, Governance and Administrative Services",Institutional Services,Operational Policy & Country Services,2018,51.4,51.9,0.5,0.9727626459143969,Ideal,IGAS,IS
"Institutional, Governance and Administrative Services",Institutional Services,"Strategy, Performance, and Adminstration",2018,8.9,12.1,3.1999999999999993,35.95505617977527,Ideal,IGAS,IS
"Institutional, Governance and Administrative Services",Institutional Services,Treasury,2018,67.8,84.6,16.799999999999997,24.7787610619469,Ideal,IGAS,IS
"Institutional, Governance and Administrative Services",Institutional Services,WBG Finance & Accounting,2018,46.0,53.4,7.399999999999999,16.086956521739125,Ideal,IGAS,IS
Operational Grant Making Facilities,Operational Grant Making Facilities,Consultative Group for International Agricultural Research,2018,30.0,30.0,0.0,0.0,Ideal,OGMF,OGMF
Operational Grant Making Facilities,Operational Grant Making Facilities,Development Grant Facility,2018,0.0,0.0,0.0,0.0,Ideal,OGMF,OGMF
Operational Grant Making Facilities,Operational Grant Making Facilities,Global Partnership for Social Accountability,2018,0.0,0.0,0.0,0.0,Ideal,OGMF,OGMF
Operational Grant Making Facilities,Operational Grant Making Facilities,Institutional Development Fund,2018,0.0,0.0,0.0,0.0,Ideal,OGMF,OGMF
Operational Grant Making Facilities,Operational Grant Making Facilities,State and Peace Building Fund,2018,5.0,5.0,0.0,0.0,Ideal,OGMF,OGMF
Program and Practice Management,Practice Groups Program & Practice Management,"Equitable Growth, Finance and Institutions",2018,76.9,89.1,12.199999999999989,15.864759427828332,Ideal,PPM,PGPPM
Program and Practice Management,Practice Groups Program & Practice Management,Global Practice,2018,0.0,0.0,0.0,0.0,Ideal,PPM,PGPPM
Program and Practice Management,Practice Groups Program & Practice Management,Global Themes,2018,12.9,13.3,0.40000000000000036,3.1007751937984525,Ideal,PPM,PGPPM
Program and Practice Management,Practice Groups Program & Practice Management,Human Development,2018,37.3,42.7,5.400000000000006,14.477211796246664,Ideal,PPM,PGPPM
"Institutional, Governance and Administrative Services",Administrative Services,Global Corporate Solutions,2019,151.7,191.9,40.20000000000002,26.499670402109437,Ideal,IGAS,AS
Program and Practice Management,Practice Groups Program & Practice Management,Infrastructure,2018,0.0,0.0,0.0,0.0,Ideal,PPM,PGPPM
Program and Practice Management,Practice Groups Program & Practice Management,Other Operational Support,2018,62.2,62.2,0.0,0.0,Ideal,PPM,PGPPM
Program and Practice Management,Practice Groups Program & Practice Management,Sustainable Development,2018,105.9,163.7,57.79999999999998,54.57979225684606,Not Ideal,PPM,PGPPM
Program and Practice Management,Regions Program & Practice Management,Africa,2018,119.4,122.8,3.3999999999999915,2.8475711892797246,Ideal,PPM,RPPM
Program and Practice Management,Regions Program & Practice Management,East Asia & Pacific,2018,61.1,66.3,5.199999999999996,8.510638297872333,Ideal,PPM,RPPM
Program and Practice Management,Regions Program & Practice Management,Europe & Central Asia,2018,54.1,55.4,1.2999999999999972,2.4029574861367786,Ideal,PPM,RPPM
Program and Practice Management,Regions Program & Practice Management,Latin America & Caribbean,2018,55.7,56.6,0.8999999999999986,1.6157989228007157,Ideal,PPM,RPPM
Program and Practice Management,Regions Program & Practice Management,Middle East & North Africa,2018,35.8,37.1,1.3000000000000043,3.6312849162011296,Ideal,PPM,RPPM
Program and Practice Management,Regions Program & Practice Management,South Asia,2018,52.2,54.4,2.1999999999999957,4.214559386973172,Ideal,PPM,RPPM
"Institutional, Governance and Administrative Services",Administrative Services,Information & Technology Solutions,2019,241.3,292.2,50.89999999999998,21.094073767094894,Ideal,IGAS,AS
"Institutional, Governance and Administrative Services",Governance Services,Board,2019,99.4,99.4,0.0,0.0,Ideal,IGAS,GS
Centrally Managed Accounts & Miscellaneous Programs,Centrally Managed Accounts & Miscellaneous Programs,Centrally Managed Accounts & Miscellaneous Programs,2019,102.6,103.1,0.5,0.48732943469785583,Ideal,CMAMP,CMAMP
Client Engagement,Country Engagement,East Asia & Pacific,2019,109.3,246.6,137.3,125.61756633119856,Not Ideal,CE,CE
Client Engagement,Country Engagement,Europe & Central Asia,2019,87.1,194.1,107.0,122.84730195177957,Not Ideal,CE,CE
Client Engagement,Country Engagement,Latin America & Caribbean,2019,97.0,155.8,58.80000000000001,60.61855670103093,Not Ideal,CE,CE
Client Engagement,Country Engagement,Middle East & North Africa,2019,60.6,189.0,128.4,211.8811881188119,Not Ideal,CE,CE
Client Engagement,Country Engagement,Other Operational Units' Allocations,2019,15.8,15.8,0.0,0.0,Ideal,CE,CE
Client Engagement,Country Engagement,South Asia,2019,125.3,249.0,123.7,98.72306464485236,Not Ideal,CE,CE
Client Engagement,Global Engagement,Global Engagement,2019,89.6,310.3,220.70000000000002,246.31696428571433,Not Ideal,CE,GE
"Institutional, Governance and Administrative Services",Administrative Services,Health and Safety Directorate,2019,0.0,0.0,0.0,0.0,Ideal,IGAS,AS
"Institutional, Governance and Administrative Services",Administrative Services,People and Culture,2019,63.4,78.1,14.699999999999996,23.18611987381703,Ideal,IGAS,AS
"Institutional, Governance and Administrative Services",Governance Services,Internal Justice Services,2019,4.5,6.0,1.5,33.33333333333333,Ideal,IGAS,GS
"Institutional, Governance and Administrative Services",Governance Services,Corporate Secretariat,2019,15.8,17.2,1.3999999999999986,8.860759493670876,Ideal,IGAS,GS
"Institutional, Governance and Administrative Services",Governance Services,Group Internal Audit,2019,8.6,11.4,2.8000000000000007,32.55813953488373,Ideal,IGAS,GS
"Institutional, Governance and Administrative Services",Governance Services,Independent Evaluation Group,2019,29.7,38.6,8.900000000000002,29.966329966329972,Ideal,IGAS,GS
"Institutional, Governance and Administrative Services",Governance Services,Accountability Mechanism,2019,0.0,0.0,0.0,0.0,Ideal,IGAS,GS
"Institutional, Governance and Administrative Services",Governance Services,Integrity Vice Presidency,2019,20.9,21.3,0.40000000000000213,1.9138755980861348,Ideal,IGAS,GS
"Institutional, Governance and Administrative Services",Governance Services,Managing Directors,2019,0.0,0.0,0.0,0.0,Ideal,IGAS,GS
"Institutional, Governance and Administrative Services",Governance Services,Office of Ethics and Business Conduct,2019,6.8,8.9,2.1000000000000005,30.882352941176478,Ideal,IGAS,GS
"Institutional, Governance and Administrative Services",Governance Services,Office of Senior Vice President Mahmoud Mohieldin,2019,6.4,6.4,0.0,0.0,Ideal,IGAS,GS
"Institutional, Governance and Administrative Services",Governance Services,Office of Suspension & Debarment,2019,1.8,1.8,0.0,0.0,Ideal,IGAS,GS
"Institutional, Governance and Administrative Services",Governance Services,"Office of the Managing Director, Operations",2019,4.1,4.1,0.0,0.0,Ideal,IGAS,GS
"Institutional, Governance and Administrative Services",Governance Services,Office of the Managing Director and WBG Chief Administrative Officer,2019,2.8,2.8,0.0,0.0,Ideal,IGAS,GS
"Institutional, Governance and Administrative Services",Governance Services,Office of the Managing Director and WBG Chief Financial Officer,2019,3.3,3.3,0.0,0.0,Ideal,IGAS,GS
"Institutional, Governance and Administrative Services",Governance Services,Office of the President,2019,7.2,7.2,0.0,0.0,Ideal,IGAS,GS
"Institutional, Governance and Administrative Services",Governance Services,Sanctions Board,2019,1.9,1.9,0.0,0.0,Ideal,IGAS,GS
"Institutional, Governance and Administrative Services",Governance Services,Strategic Initiatives Unit,2019,1.0,1.0,0.0,0.0,Ideal,IGAS,GS
"Institutional, Governance and Administrative Services",Institutional Services,"Budget, Performance & Strategy",2019,76.1,76.1,0.0,0.0,Ideal,IGAS,IS
"Institutional, Governance and Administrative Services",Institutional Services,Chief Risk Office,2019,16.2,17.1,0.9000000000000021,5.55555555555557,Ideal,IGAS,IS
"Institutional, Governance and Administrative Services",Institutional Services,CMP-Data Privacy Office,2019,0.0,0.0,0.0,0.0,Ideal,IGAS,IS
"Institutional, Governance and Administrative Services",Institutional Services,Development Economics,2019,52.0,106.2,54.2,104.23076923076924,Not Ideal,IGAS,IS
"Institutional, Governance and Administrative Services",Institutional Services,Development Finance,2019,23.6,64.6,40.99999999999999,173.728813559322,Not Ideal,IGAS,IS
"Institutional, Governance and Administrative Services",Institutional Services,External & Corporate Relations,2019,53.5,57.2,3.700000000000003,6.9158878504672945,Ideal,IGAS,IS
"Institutional, Governance and Administrative Services",Institutional Services,Financing for Development,2019,0.9,0.9,0.0,0.0,Ideal,IGAS,IS
"Institutional, Governance and Administrative Services",Institutional Services,Global Environment Fund,2019,0.0,36.6,36.6,inf,Not Ideal,IGAS,IS
"Institutional, Governance and Administrative Services",Institutional Services,International Centre for Settlement of Investment Disputes,2019,0.0,0.0,0.0,0.0,Ideal,IGAS,IS
"Institutional, Governance and Administrative Services",Institutional Services,"Leadership, Learning & Innovation",2019,0.0,0.0,0.0,0.0,Ideal,IGAS,IS
"Institutional, Governance and Administrative Services",Institutional Services,Legal Services,2019,39.2,40.9,1.6999999999999957,4.33673469387754,Ideal,IGAS,IS
